question,answer
列出三个常见的频谱,搬移电路调幅、检波、变频。
什么叫调制？在无线通信系统中为什么要进行调制？,把要传送的信号“装载”到高频振荡信号的过程，称为调制。因为（1）无法制造合适尺寸的天线；  （2）接收者无法选择所要接收的信号。
在同步检波器中，为什么参考电压与输入载波同频同相？二者不同频将对检波有什么影响？二者不同相又会对检波产生什么影响？,为了保证同步检波器不失真地解调出幅度尽可能大的信号。若不同频，则检波时输出电压会失真。若不同相，则检波时输出电压不会失真，但幅度会减小。
接收机分为哪两种。,直接放大式、和超外差式
扩展放大器通频带的方法有哪三种。,组合电路法、负反馈法和集成电路法
在集成中频放大器中，常用的集中滤波器主要有,LC 带通滤波器、陶瓷、石英晶体、声表面波滤波器等四种。
丙类谐振功放有欠压、临界和过压三种工作状态，其性能可用什么来描述。,负载特性、调制特性和放大特性
普通调幅波的数学表达式 UAMt=Ucm （1+Ma cosΩt）cosωct，为了实现不失真调幅，Ma 一般怎样。,Ma 一般 ≤1
实现 AGC 的方法主要有,改变发射级电流 IE 和改变放大器的负载两种。
根据频谱变换的不同特点，频率变换电路分为,频谱搬移电路和频谱的非线性变换电路。
要产生较高频率信号，要产生较低频率信号，要产生频率稳定度高的信号应分别采用什么振荡器。,要产生较高频率信号应采用LC 振荡器，要产生较低频率信号应采用 RC 振荡器，要产生频率稳定度高的信号应采用石英晶体振荡器。
丙类功放最佳工作状态是什么状态，最不安全工作状态是什么状态,。最佳工作状态是临界状态，最不安全工作状态是强欠压状态。
反馈式正弦波振荡器由什么组成,放大部分、选频网络、反馈网络三部分组成。
调频电路有,直接、间接调频两种方式
简述 AGC 电路的作用。,AGC 的作用是当输入信号变化很大时，保持接收机的输出信号基本稳定。即当输入信号很弱时，接收机的增益高；当输入信号很强时，接收机的增益低。 
三点式振荡器的原则是什么？,“射同基反”的原则。即 Xce 与 Xbe 的电抗性质相同， Xcb 与 Xbe（或 Xce）的电抗性质相反。 
大信号包络检波器中，若把二极管极性反接，是否起到检波作用？若能，则输出波形与原电路有什么不同？,可以检波。输出波形与原调制信号极性相反。
石英晶体振荡器是利用石英晶体的压电和反压电效应工作的，其频率稳定度很高，通常可分为,串联型晶体振荡器和并联型晶体振荡器两种。
为了有效地实现基极调幅，调制器必须工作在什么状态,欠压
为了有效地实现集电极调幅，调制器必须工作在什么状态。,过压
大信号包络检波器是利用什么工作的。,二极管的单向导电性和RC网络的充放电特性
调频有两种方法，分别称为, 直接调频和间接调频 。
谐振功率放大器通常工作在 丙 类，此类功率放大器的工作原理是,当输入信号为余弦波时，其集电极电流为周期性余弦脉冲波，由于集电极负载的选频作用， 输出的是与输入信号频率相同的余弦波。
通信系统由哪些部分组成？各组成部分的作用是什么？,通信系统由输入、输出变换器，发送、接收设备以及信道组成。输入变换器将要传递的声音或图像消息变换为电信号（基带信号）；发送设备将基带信号经过调制等处理， 并使其具有足够的发射功率，再送入信道实现信号的有效传输；信道是信号传输的通道；接收设备用来恢复原始基带信号；输出变换器将经过处理的基带信号重新恢复为原始的声音或图像。
当谐振功率放大器的输入激励信号为余弦波时，为什么集电极电流为余弦脉冲波形？但放大器为什么又能输出不失真的余弦波电压？,因为谐振功率放大器工作在丙类状态（导通时间小于半个周期） ，所以集电极电流为周期性余弦脉冲波形；但其负载为调谐回路谐振在基波频率，可选出 ic 的基波，故在负载两端得到的电压仍与信号同频的完整正弦波。
放大电路直流通路和交流通路画法的要点是,画直流通路时，把电容视为开路；画交流通路时，把电感视为短路。
晶体管正弦波振荡器产生自激振荡的相位条件是什么，振幅条件是什么。,相位条件是 uf 和 ui 同相 ，振幅条件是Uf ＝Ui 。
调幅的作用是,用调制信号去控制载波信号 ，使载波的振幅随调制信号的大小变化而变化。
小信号谐振放大器的主要特点和功能。,主要特点是以调谐回路作为放大器的交流负载，具有放大和选频功能。
谐振功率放大器的调制特性是指,保持 Ubm 及 Rp 不变的情况下，放大器的性能随 UBB 变化，或随 UCC 变化的特性。
无线电通信为什么要进行调制？常用的模拟调制方式有哪些？,1） 信号不调制进行发射天线太长，无法架设。2） 信号不调制进行传播会相互干扰，无法接收。常用的模拟调制方式有调幅、调频及调相
锁相环路与自动频率控制电路实现稳频功能时，哪种性能优越？为什么？,锁相环路稳频效果优越。这是由于一般的 AFC 技术存在着固有频率误差问题（因为 AFC 是利用误差来减小误差），往往达不到所要求的频率精度，而采用锁相技术进行稳频时，可实现零偏差跟踪。
根据干扰产生的原因，混频器的干扰主要有,组合频率干扰、副波道干扰、交调干扰和互调干扰四种。
锁相环路由什么组成，它的主要作用是什么,锁相环路由鉴相器、环路滤波器和压控振荡器组成，它的主要作用是用于实现两个电信号相位同步，即可实现无频率误差的频率跟踪。
小信号谐振放大器与谐振功率放大器的主要区别是什么？,1）小信号谐振放大器的作用是选频和放大，它必须工作在甲类工作状态；而谐振功率放大器为了提高效率，一般工作在丙类状态。2）两种放大器的分析方法不同： 前者输入信号小采用线性高频等效电路分析法， 而后者输入信号大采用折线分析法。
高频已调波信号和本机振荡信号经过混频后，信号中包含哪些成分？如何取出需要的成分？,高频已调波信号和本机振荡信号经过混频后，信号中包含直流分量、基波分量、谐波、和频、差频分量，通过 LC 并联谐振回路这一带通滤波器取出差频分量，完成混频。
通常将携带有信息的电信号，未调制的高频振荡信号，通过调制后的高频振荡信号称为什么。,通常将携带有信息的电信号称为调制信号，未调制的高频振荡信号称为载波，通过调制后的高频振荡信号称为已调波。
丙类谐振功率放大器根据集电极电流波形的不同，可分为三种工作状态，分别为,欠压状态、 临界状态、 过压状态。
欲使功率放大器高效率地输出最大功率，应使放大器工作在什么状态。,临界
解调是调制的逆过程。振幅调制信号的解调电路称为振幅检波电路 ，它的作用是,从调幅信号中不失真地捡出调制信号。
常用的混频电路有, 二极管混频、 三极管混频和场效应管混频等。
调频和调幅相比，调频的主要优点是,抗干扰性强 、信号传输保真度高和调频发射机的功率放大管的利用率高
石英晶片之所以能做成谐振器是因为它具有什么特性？,石英晶片之所以能做成谐振器是因为它具有压电和反压电特性
常用的石英晶体振荡电路有几种？,石英晶片之所以能做成谐振器是因为它具有压电和反压电特性
混频器的工作原理,两个不同频率的高频电压作用于非线性器件时， 经非线性变换， 电流中包含直流分量、基波、谐波、和频、差频分量等。其中差频分量 fLo-fs 就是混频所需要的中频成分，通过中频带通滤波器把其它不需要的频率分量滤掉，取出差频分量完成混频。
无线通信中，信号的调制方式有哪三种，相应的解调方式分别是什么。,无线通信中，信号的调制方式有调幅、调频、调相三种，相应的解调方式分别为检波、鉴频、鉴相。
集成中频放大器中，常用的集中滤波器有,LC 带通滤波器、 陶瓷滤波器、晶体滤波器、声表面波滤波器等四种。
根据选频网络的不同，反馈试正弦波振荡器可分为,LC 振荡器、RC 振荡器、石英晶体振荡器 。
AFC 电路的作用是,自动调整振荡器的频率，使振荡器的频率稳定在某一预期的标准频率附近。
