question,answer,type
l0kV及以下三相供电电压允许的电压偏移为( )。  A.-5%～+5% B.-7%～+7% C.-10%～+5% D.-10%～+7.5%,B,单选
（）的大小与触头间的温度、离子浓度、触头之间距离等因素有关。 A.触头间恢复电压 B.触头间介质击穿电压 C.电源电压 D.以上都不对,B,单选
高压电容器组的投入、退出与系统功率因数有关，一般的，当系统功率因数低于（）时应投入高压电容器组。 A.0.85 B.0.90 C.0.95 D.以上都不对,A,单选
纯电阻电路的功率何时为零？ A.电流为零 B.电压为零 C.电流和电压均为零 D.电流或电压其中之一为零,D,单选
隔离开关液压操动机构的手摇装置供（）时使用。 A.安装和检修调整 B.运行中合、跳闸操作 C.试验和储能 D.以上都不对,A,单选
描述转子受扰运动的方程是（     ）。 A.线性微分方程 B.非线性微分方程 C.代数方程 D.变系数微分方程。,B,单选
诺顿定理对于（）成立？ A.线性网络 B.非线性网络 C.线性网络和非线性网络 D.既不是线性网络也不是非线性网络,A,单选
潮流计算主要是计算( )  A.电流和阻抗 B.电流和电压 C.电流和功率 D.电压和功率,D,单选
当（）时，磁场较强。 A.磁力线较近 B.磁力线较远 C.磁力线较长 D.磁力线较粗,A,单选
电力线路中，电导G主要反映导线通过交变电流时产生的( )。  A.热效应 B.电场效应 C.磁场效应 D.电晕损耗,D,单选
下列不属于单调谐放大器主要技术指标的是 ( )  A.谐振电压增益 B.通频带 C.选择性 D.纹波系数,D,单选
分析电力系统暂态稳定性应考虑的干扰形式是（    ）。 A.系统切除一台并列运行的变压器或发电机 B.系统大容量用电设备的突然投入或退出 C.系统三相短路 D.电力系统安全稳定运行导则规定的扰动形式。,D,单选
带宽的SI单位是？ A.Hz B.瓦特 C.kHz D.kW,A,单选
一台单相变压器，进行空载试验，当高压侧加额定电压进行测量，或低压侧加额定电压进行测量，所测得的损耗() A.相差k倍 B.折算后相等 C.相等 D.近似相等,C,单选
一般情况，线路的负序电抗与正序电抗的大小关系为( )。  A.正序电抗大于负序电抗 B.正序电抗等于负序电抗 C.正序电抗小于负序电抗 D.不确定,B,单选
带宽是（）频率之差。 A.半功率 B.全功率 C.双功率 D.无功,A,单选
以下几种混频器电路中，输出信号频谱最纯净的是 （ ） A.二极管混频器 B.三极管混频器 C.模拟乘法器混频器 D.模拟加法混频器,C,单选
如图为电力系统综合负荷频率静态特性曲线，它说明( )。  A.负荷增加或减少，则系统频率随之上升或下降 B.频率上升或下降，则负荷吸收功率随之减少或增加 C.频率上升或下降，则负荷吸收功率随之增加或减少 D.以上都不对,C,单选
在磁场中未偏转的带电粒子上的磁力与电力之比为（） A.1 B.0 C.2 D.4,A,单选
求电压最大值为100V时带宽范围内的电压值。    A.56.65 V B.35.36 V C.45.34 V D.70.72 V,D,单选
电容器金属外壳应有明显的接地标志，（）。 A.其外壳应可靠接地 B.其金属架构应可靠接地 C.其外壳与金属架构应共同接地 D.以上都不对,C,单选
发电机作为电源，一般额定电压比线路额定电压高( )，以补偿输电过程的电压损耗。  A.3% B.5% C.10% D.±5%,B,单选
先导通道的形成是以（）的出现为特征。 A.碰撞游离 B.表面游离 C.热游离 D.光游离,C,单选
三相短路实用计算的内容是（    ）。 A.短路电流周期分量起始有效值计算、任意时刻短路电流周期分量有效值的计算 B.短路电流非周期分量有效值计算、短路电流周期分量起始有效值计算 C.短路电流周期分量起始有效值的计算 D.短路电流周期分量稳态有效值计算。,A,单选
处于谐振状态的RLC串联电路，当电源频率升高时，电路将呈现出（） A.电阻性 B.电感性 C.电容性 D.电抗性,B,单选
温度系数的单位是什么？ A.欧姆/摄氏度 B.欧姆-摄氏度 C.摄氏度-1 D.摄氏度,C,单选
电场强度（） A.与所施加的力成正比 B.与所施加的力成反比 C.与所施加的力的平方成正比 D.与所施加的力的平方成反比,A,单选
SF6断路器的缺点之一是（）。 A.需要有净化系统 B.有火灾和爆炸危险 C.维护工作最大 D.以上都不对,A,单选
如果 tan Φ = 10，电阻为 2 欧姆，则计算感抗。 A.10 欧姆 B.20 欧姆 C.30 欧姆 D.40 欧姆,B,单选
品质因数的SI单位是什么？ A.Hz B.kHz C.MHz D.无单位,D,单选
10kV真空断路器动静触头之间的断开距离一般为（）。 A.5～10mm B.8～10mm C.10～15mm D.以上都不对,C,单选
在丰水季节一般应让水电厂作为( )。  A.基载厂 B.主调频厂 C.检修备用 D.以上都不对,A,单选
在三相四线制供电线路中，三相负载越接近对称负载，中线上的电流（ ） A. 越小 B.越大 C.不变  D.无法确定, A,单选
电力系统的电源单位调节功率KG=1234MW／Hz ，负荷的KL＝ 69MW/H.z。现负荷增加180MW经一次调频后，频率下降了（  A.0.138Hz B.0.146Hz C.0.154Hz D.以上都不对,A,单选
磁导率大于自由空间磁导率的物质是？ A.抗磁性 B.顺磁性 C.铁磁性 D.顺磁性和铁磁性,D,单选
一台直流发电机电刷在几何中性线上，负载运行时将产生（） A.交轴电枢反应 B.直轴电枢反应 C.交轴和直轴电枢反应 D.以上都不对,B,单选
对于供电可靠性，下述说法中正确的是（    ）。 A.所有负荷都应当做到在任何情况下不中断供电 B.一级和二级负荷应当在任何情况下不中断供电 C.除一级负荷不允许中断供电外，其它负荷随时可以中断供电 D.一级负荷在任何情况下都不允许中断供电、二级负荷应尽可能不停电、三级负荷可以根据系统运行情况随时停电。,D,单选
串联 RLC 电路中电流超前电源电压的频率为（）谐振频率。 A.高于 B.低于 C.等于 D.无法确定,B,单选
下列哪项不属于功率的表达式？  A.P=VI B.P=I2R C.P=V2/R D.P=I/R,D,单选
( )电网采用中性点不直接接地方式。  A.35kV及以下 B.35kV及以上 C.ll0kV及以下 D.110kV及以上,A,单选
阻抗并联电路中的有源元件将使电压（）。 A.超前 B.滞后 C.与之同相 D.超前或滞后同相,C,单选
高压开关柜的五防联锁功能常采用断路器、隔离开关、接地开关与柜门之间的强制性（）的方式实现。 A.电气闭锁或微机闭锁 B.电磁闭锁或电气闭锁 C.机械闭锁或电磁闭锁 D.以上都不对,C,单选
什么时候电动势波形负半部分的形状等于正半部分？ A.当导体移过北极时 B.当导体移过南极时 C.当导体同时移过北极和南极时 D.当导体静止时,C,单选
当电容器组发生（）的异常现象时，应立即退出运行。 A.功率因数低于0.8 B.内部有异常声响 C.电网电压低于0.9倍额定电压 D.以上都不对,B,单选
如果在时间 t=RC 时初始电流为 2A，充电电容电路中的电流值为多少？ A.0.74A B.1.26A C.3.67A D.2.89A,A,单选
以下哪一项在自由空间中是统一的？ A.绝对介电常数 B.相对介电常数 C.实际介电常数 D.绝对介电常数和相对介电常数,B,单选
螺线管外部的磁场是什么？ A.无穷大 B.内部字段值的一半 C.内部字段值的两倍 D.零,D,单选
光伏电站无功电压控制系统响应时间应为( )。  A.≤5s B.≤10s C.≤20s D.≤30s,B,单选
冲击系数Kim的数值变化范围是( )。  A.O≤Kim≤l B.1≤Kim≤2 C.O≤Kim≤2 D.1≤Kim≤3,B,单选
波在线路上传播，当末端短路时，以下关于反射描述正确的是()。 A.电流为0，电压增大一倍 B.电压为0，电流增大一倍 C.电流不变，电压增大一倍 D.电压不变，电流增大一倍,B,单选
电力系统潮流计算中变压器采用型等值电路，而不采用T型等值电路的原因是（    ）。 A.采用型等值电路比采用T型等值电路精确 B.采用型等值电路在变压器变比改变时，便于电力系统节点导纳矩阵的修改 C.采用采用型等值电路可以减少电力系统的节点总数 D.采用采用型等值电路可以增加电力系统的节点总数。,C,单选
最初，当串联 RL 电路中的开关闭合时，电感器的作用是（）。 A.开路 B.短路 C.电阻 D.电容,A,单选
关于联合电力系统，下述说法中错误的是（    ）。 A.联合电力系统可以更好地合理利用能源 B.在满足负荷要求的情况下，联合电力系统的装机容量可以减少 C.联合电力系统可以提高供电可靠性和电能质量 D.联合电力系统不利于装设效率较高的大容量机组。,D,单选
有功负荷备用一般为最大负荷的( )。  A.2%-5% B.4%-5% C.5%-7% D.5%-1O%,A,单选
电力线路的平均额定电压较线路额定电压约高出( )。  A.±5% B.±10% C.5% D.lO%,C,单选
1959年，Aharonov和Bohm提出一新的效应（简称A-B效应），此效应说明 A.电场强度和磁感应强度可以完全描述电磁场 B.电磁相互作用不一定是局域的 C.管内的B直接作用到管外的电子上，从而引起干涉条纹移动 D.A具有可观测的物理效应，它可以影响电子波束的相位，从而使干涉条纹发生移动,D,单选
电压损耗是指线路的( )  A.始末两端电压的向量差； B.端部母线实际电压与额定电压的数值差； C.末端空载电压与负载电压的数值差； D.始末端电压数值差,D,单选
电容器充电时的最终电流是多少？ A.高 B.零 C.无穷大 D.低,B,单选
磁阻的单位是？ A.AWB B.A2/WB C.WB/A D.A/WB,D,单选
在阻抗并联网络中，无功分量将超前或滞后（）90 度。 A.电压 B.电流 C.电压或电流 D.无法确定,A,单选
下列哪项是阻抗的正确表达方式？ A.Z=Y B.Z=1/Y C.Z=Y2 D.Z=1/Y2,B,单选
二极管峰值包络检波器，原电路正常工作。若负载电阻加倍，会引起（ ） A.惰性失真 B.底部切割失真 C.惰性失真和底部切割失真 D.线性失真,A,单选
如果电阻加倍，串联电路中的电流会发生什么变化？ A.变成原来值的一半 B.变成原来值的两倍 C.变成零 D.变成无穷大,A,单选
如果半导体的温度升高，导致电阻不断下降，则称为（） A.雪崩击穿 B.齐纳击穿 C.热击穿 D.雪崩击穿,C,单选
在 戴维南定理中，Vth 为（） A.两个电压源之和 B.单个电压源 C.无限电压源 D.0,B,单选
求平均功率为5W、Q=2时的无功功率。 A.10W B.5W C.2W D.1W,A,单选
罐式SF6断路器的特点有（）等。 A.重心低 B.耗材少 C.制造工艺要求不高 D.以上都不对,A,单选
电流表和电压表的读数如何校准？ A.有效值 B.峰值 C.平均值 D.瞬时值,A,单选
关于电气工程中的电压变比，下列哪项是正确的？ A.初级匝数与次级匝数之比 B.次级感应电动势与初级感应电动势之比 C.次级电流与初级电流之比 D.初级功率与次级功率之比,B,单选
真空中磁导率的数值为 ( )  A.4π×10-5H/m B.4π×10-6H/m C.4π×10-7H/m D.4π×10-8H/m,C,单选
在诺顿定理中，Isc为（） A.两个电流源之和 B.单个电流源 C.无限电流源 D.0,B,单选
如果互感为 20H，线圈 1 的电感为 xH，线圈 2 的电感为 8H，求 x 的值。耦合系数为5。 A.2H B.4H C.6H D.8H,A,单选
某750kV架空输电线路采用钢芯铝包钢绞线，档距为1100m，跨越通航河流，验算导线允许载流量时，允许温度宜取( )。  A.70℃ B.80℃ C.90℃ D.100℃,D,单选
统计资料表明，在电力系统稳定破坏性事故中的直接原因中，因工作人员过失引起的占（） A.32％ B.28％ C.17％ D.9％,A,单选
电压稳定需要保持( )。  A.有功功率平衡 B.无功功率平衡 C.频率恒定 D.发电机组的装机容量大,B,单选
500kV断路器一般配置（）操动机构。 A.电磁 B.弹簧储能 C.液压 D.以上都不对,C,单选
计算C=20F、实际介电常数=5F/mn=3、A=4m 2的电容器极板之间的距离。 A.1m B.2m C.3m D.4m,B,单选
利用化学反应储存电荷的电容器是（） A.纸质电容器 B.陶瓷电容器 C.聚酯电容器 D.电解液电容器,D,单选
计算时间常数为2s、电感为10H 的电感电路中的电阻。 A.7 欧姆 B.10 欧姆 C.2 欧姆 D.5 欧姆,D,单选
以下哪项是平行板电容器极板之间力的正确表达式？ A.F=ε*A*(V/x)2/2 B.F=ε*A*(V/x)2/3 C.F=ε (V/x)2/2 D.F=ε (V/x)2/3,A,单选
对于供电可靠性，下述说法正确的是( )。  A.所有负荷都应当做到在任何情况下不中断供电 B.一级和二级负荷应当在任何情况下不中断供电 C.除一级负荷不允许中断供电外，其它负荷随时可以中断供电 D.一级负荷在任何情况下都不允许中断供电、二级负荷应尽可能不停电、三级负荷的供电不做特殊要求,D,单选
架空线路用来传输电能的元件是( )。  A.避雷线 B.杆塔 C.金具 D.导线,D,单选
计算由 100μF 电容器与 100ohm 电阻串联组成的串联 RC 电路的时间常数。    A.0.1 秒 B.0.1 毫秒 C.0.01 秒 D.0.01 毫秒,C,单选
列出一些必须向负载传输最大功率而不是最大效率的设备。 A.放大器 B.通信电路 C.放大器和通信电路 D.既不是放大器也不是通信电路,C,单选
